id_str,from_user,text,created_at,time,geo_coordinates,user_lang,in_reply_to_user_id_str,in_reply_to_screen_name,from_user_id_str,in_reply_to_status_id_str,source,profile_image_url,user_followers_count,user_friends_count,user_location,status_url,entities_str
1132429988173570048,MarioAChicho,"RT @GlodeJo07: •Ackerman
•Gibran
•Hernán
•Attolini
•Sabina
•Taibo
•Jalife

No son intelectuales ya que, por defender a AMLO han abandonado el uso de la razón y defendido absurdos,ellos reverencian a López sin importar los datos y la evidencia.

En resumen: son maromeros no intelectuales.",Sat May 25 23:35:23 +0000 2019,26/05/2019 00:35:23,,es,,,747115264819376128,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",http://pbs.twimg.com/profile_images/1060731460309659648/0G2MIKwv_normal.jpg,280,663,"Calimaya, México",http://twitter.com/MarioAChicho/statuses/1132429988173570048,"{""hashtags"":[],""symbols"":[],""user_mentions"":[{""screen_name"":""GlodeJo07"",""name"":""Gloria"",""id"":167042901,""id_str"":""167042901"",""indices"":[3,13]}],""urls"":[]}"
1132429985027772416,coba16,"RT @RicardoAlemanMx: #Entérate | Carreras y Nava son abucheados durante visita de AMLO.
https://t.co/DxAtt0AfCW https://t.co/8V6X8FeVhz",Sat May 25 23:35:22 +0000 2019,26/05/2019 00:35:22,,en,,,236201496,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",http://pbs.twimg.com/profile_images/1256364536/image_normal.jpg,77,446,"Salinas, California",http://twitter.com/coba16/statuses/1132429985027772416,"{""hashtags"":[{""text"":""Entérate"",""indices"":[21,30]}],""symbols"":[],""user_mentions"":[{""screen_name"":""RicardoAlemanMx"",""name"":""Ricardo Alemán"",""id"":141668931,""id_str"":""141668931"",""indices"":[3,19]}],""urls"":[{""url"":""https://t.co/DxAtt0AfCW"",""expanded_url"":""http://bit.ly/2VPdHCP"",""display_url"":""bit.ly/2VPdHCP"",""indices"":[88,111]}],""media"":[{""id"":1132346279781195800,""id_str"":""1132346279781195778"",""indices"":[112,135],""media_url"":""http://pbs.twimg.com/media/D7bm8SkX4AI9d0n.jpg"",""media_url_https"":""https://pbs.twimg.com/media/D7bm8SkX4AI9d0n.jpg"",""url"":""https://t.co/8V6X8FeVhz"",""display_url"":""pic.twitter.com/8V6X8FeVhz"",""expanded_url"":""https://twitter.com/RicardoAlemanMx/status/1132428633950306304/photo/1"",""type"":""photo"",""sizes"":{""thumb"":{""w"":150,""h"":150,""resize"":""crop""},""small"":{""w"":680,""h"":510,""resize"":""fit""},""large"":{""w"":1040,""h"":780,""resize"":""fit""},""medium"":{""w"":1040,""h"":780,""resize"":""fit""}},""source_status_id"":1132428633950306300,""source_status_id_str"":""1132428633950306304"",""source_user_id"":141668931,""source_user_id_str"":""141668931""}]}"
1132429972059119617,mujer_latin,"RT @maloguzmanvero: @lopezobrador_ Por justicia hacia algunos periodistas difamados, falta al menos una renuncia. Adios a los Aluxes #Semarnat @SEMARNAT_mx Pero el enojo de AMLO solo se calmará con al menos otra renuncia. https://t.co/EK96nIN6dO via @maloguzmanvero @sdpnoticias",Sat May 25 23:35:19 +0000 2019,26/05/2019 00:35:19,,es,,,41230886,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",http://pbs.twimg.com/profile_images/1132801018637488128/5ZwZcdxE_normal.jpg,12083,4464,CDMX,http://twitter.com/mujer_latin/statuses/1132429972059119617,"{""hashtags"":[],""symbols"":[],""user_mentions"":[{""screen_name"":""maloguzmanvero"",""name"":""Verónica Malo Guzmán"",""id"":715530591324676100,""id_str"":""715530591324676098"",""indices"":[3,18]},{""screen_name"":""lopezobrador_"",""name"":""Andrés Manuel"",""id"":82119937,""id_str"":""82119937"",""indices"":[20,34]}],""urls"":[]}"
1132429966673682432,g_doming,"RT @AristeguiOnline: Segunda renuncia en el gabinete de AMLO: se va Josefa González Blanco tras retrasar vuelo 
 https://t.co/3e8TOUBS0S  
 &lt;=  Ve aquí la reacción de @lopezobrador_",Sat May 25 23:35:18 +0000 2019,26/05/2019 00:35:18,,es,,,104295883,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Mobile Web (M2)</a>",http://pbs.twimg.com/profile_images/1066845347182346241/t7iZU6Xt_normal.jpg,181,1489,"Jalisco, México",http://twitter.com/g_doming/statuses/1132429966673682432,"{""hashtags"":[],""symbols"":[],""user_mentions"":[{""screen_name"":""AristeguiOnline"",""name"":""Aristegui Noticias"",""id"":520653311,""id_str"":""520653311"",""indices"":[3,19]}],""urls"":[{""url"":""https://t.co/3e8TOUBS0S"",""expanded_url"":""http://ow.ly/VtOK50upBos"",""display_url"":""ow.ly/VtOK50upBos"",""indices"":[113,136]}]}"
1132429965088059393,jorge8129230,"RT @radioamlo: ""Aunque pueda parecer que es una medida drástica repito que nosotros no tenemos derecho a fallar"": #AMLO @lopezobrador_ habla sobre renuncia de Josefa González Blanco como titular de #Semarnat https://t.co/c8ulARk00N",Sat May 25 23:35:17 +0000 2019,26/05/2019 00:35:17,,es,,,3180967266,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",http://pbs.twimg.com/profile_images/880070943992709122/ak2ns4xS_normal.jpg,149,389,,http://twitter.com/jorge8129230/statuses/1132429965088059393,"{""hashtags"":[{""text"":""AMLO"",""indices"":[114,119]}],""symbols"":[],""user_mentions"":[{""screen_name"":""radioamlo"",""name"":""La Izq. se levanta"",""id"":12698872,""id_str"":""12698872"",""indices"":[3,13]},{""screen_name"":""lopezobrador_"",""name"":""Andrés Manuel"",""id"":82119937,""id_str"":""82119937"",""indices"":[120,134]}],""urls"":[]}"
1132429961908883457,TinkerFerts,"RT @olitadealtamar: Nunca vamos a saber si Luis Donaldo Colosio era realmente la esperanza de México, pero me gusta pensarlo, y como dijo Harvey Dent: ""Mueres siendo un héroe o vives lo suficiente para verte convertido en villano."" Si no me creen vean a AMLO.",Sat May 25 23:35:17 +0000 2019,26/05/2019 00:35:17,,en,,,164788881,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",http://pbs.twimg.com/profile_images/1081432363836588032/ddJOrvj6_normal.jpg,1180,645,,http://twitter.com/TinkerFerts/statuses/1132429961908883457,"{""hashtags"":[],""symbols"":[],""user_mentions"":[{""screen_name"":""olitadealtamar"",""name"":""carta blanca"",""id"":36894042,""id_str"":""36894042"",""indices"":[3,18]}],""urls"":[]}"
1132429946813591552,TereBazn1,"RT @Milenio: Como homenaje, AMLO da lista de marinos fallecidos por desplome de helicóptero en Querétaro https://t.co/Np2DPafMne https://t.co/PL71ZuAAss",Sat May 25 23:35:13 +0000 2019,26/05/2019 00:35:13,,es,,,1004228532409700352,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",http://pbs.twimg.com/profile_images/1004231248066293761/T6CfyCdF_normal.jpg,141,119,,http://twitter.com/TereBazn1/statuses/1132429946813591552,"{""hashtags"":[],""symbols"":[],""user_mentions"":[{""screen_name"":""Milenio"",""name"":""Milenio.com"",""id"":24969337,""id_str"":""24969337"",""indices"":[3,11]}],""urls"":[{""url"":""https://t.co/Np2DPafMne"",""expanded_url"":""https://mile.io/2EyW4Bp"",""display_url"":""mile.io/2EyW4Bp"",""indices"":[105,128]}]}"
1132429929398669312,AmparoPedraza3,"RT @qtf: Contrato para Dos Bocas por 5 MMDP a Van Oord (consorcio holandés) y Grupo Madre Huerta (empresa creada hace 8 días).
Preside Consejo Manuel Santandreu. ¿Quién es? Busca red de corrupción obras de aguas Tabasco.
“La corrupción sólo cambió de nombres con AMLO”,
Fernanda Familiar",Sat May 25 23:35:09 +0000 2019,26/05/2019 00:35:09,,es,,,4847816532,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",http://pbs.twimg.com/profile_images/875534489857818624/0vuo46ax_normal.jpg,18,162,,http://twitter.com/AmparoPedraza3/statuses/1132429929398669312,"{""hashtags"":[],""symbols"":[],""user_mentions"":[{""screen_name"":""qtf"",""name"":""Fernanda Familiar"",""id"":24200281,""id_str"":""24200281"",""indices"":[3,7]}],""urls"":[]}"
1132429928593596418,RealKin88,"@laishawilkins Qué pedo con la gente? Justifica una cosa ahora con algo qué pasó en el pasado que criticaron hasta el cansancio, el chiste es solapar a AMLO",Sat May 25 23:35:09 +0000 2019,26/05/2019 00:35:09,,en,74025673,laishawilkins,79878203,1132356153827110912,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",http://pbs.twimg.com/profile_images/1108203506987610112/5CRgutmr_normal.jpg,617,895,Mexico,http://twitter.com/RealKin88/statuses/1132429928593596418,"{""hashtags"":[],""symbols"":[],""user_mentions"":[{""screen_name"":""laishawilkins"",""name"":""Lai 🇲🇽"",""id"":74025673,""id_str"":""74025673"",""indices"":[0,14]}],""urls"":[]}"
1132429921391861761,un_individuo,"RT @Megafono_Mx: El Presidente AMLO confirma la renuncia de Josefa González, luego de que causara el retraso de un vuelo: “Nosotros no tenemos derecho a fallar en nada” (Video: Milenio) https://t.co/59yCd37Hdk",Sat May 25 23:35:07 +0000 2019,26/05/2019 00:35:07,,es,,,128403298,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",http://pbs.twimg.com/profile_images/1129047464533798912/X_hk1Jes_normal.jpg,1621,4244,,http://twitter.com/un_individuo/statuses/1132429921391861761,"{""hashtags"":[],""symbols"":[],""user_mentions"":[{""screen_name"":""Megafono_Mx"",""name"":""Megáfono"",""id"":2568087295,""id_str"":""2568087295"",""indices"":[3,15]}],""urls"":[]}"
1132429919898677248,oscargarh,"@SimnTolomeo2 Bueno, al menos es congruente: para él/ella AMLO es su Rey, aceptando así su ansia incontrolable de concentrar el poder.",Sat May 25 23:35:07 +0000 2019,26/05/2019 00:35:07,,es,1028048493116411904,SimnTolomeo2,270161484,1132270152559542278,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",http://pbs.twimg.com/profile_images/1129182306306887681/rnkwOEB-_normal.jpg,277,418,"Cuernavaca, Morelos",http://twitter.com/oscargarh/statuses/1132429919898677248,"{""hashtags"":[],""symbols"":[],""user_mentions"":[{""screen_name"":""SimnTolomeo2"",""name"":""Simón Tolomeo"",""id"":1028048493116411900,""id_str"":""1028048493116411904"",""indices"":[0,13]}],""urls"":[]}"
1132429908557389824,mjuarez_27,"RT @QuesaVerdades: Van a decir que esta imagen fue pagada por AMLO y que es parte de una campaña orquestada desde hace unos 10 meses y que ya saben quien es el autor intelectual, ¿o no @rivapa?
Por cierto, felicidades no te incluyeron en la imagen 🙂 https://t.co/zCQJnsoSyw",Sat May 25 23:35:04 +0000 2019,26/05/2019 00:35:04,,es,,,548787654,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",http://pbs.twimg.com/profile_images/1090782225807953927/SGAIR8k4_normal.jpg,175,631,"San fernando,Chiapas.",http://twitter.com/mjuarez_27/statuses/1132429908557389824,"{""hashtags"":[],""symbols"":[],""user_mentions"":[{""screen_name"":""QuesaVerdades"",""name"":""Niño Isaí (QuesaVerdades) 😎🇨🇳🇲🇽🇷🇺"",""id"":986841875452694500,""id_str"":""986841875452694529"",""indices"":[3,17]}],""urls"":[]}"
1132429907747889158,GabsVAmez,"RT @memobarba: Manuel Velasco Coello, pésimo gobernador de Chiapas, y viejo amigo incondicional de Peña Nieto llega al gabinete de AMLO.

Pero no se preocupen porque “vamos bien” 👍🏼...",Sat May 25 23:35:04 +0000 2019,26/05/2019 00:35:04,,es,,,1096681350,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",http://pbs.twimg.com/profile_images/1130333269491441664/ozzf5Y7e_normal.jpg,128,277,,http://twitter.com/GabsVAmez/statuses/1132429907747889158,"{""hashtags"":[],""symbols"":[],""user_mentions"":[{""screen_name"":""memobarba"",""name"":""Guillermo Barba"",""id"":57398614,""id_str"":""57398614"",""indices"":[3,13]}],""urls"":[]}"
1132429901963726848,bluevaldi,"RT @LunaGilV: Ahora sí, váyanse despidiendo para siempre de la maravillosa selva del sureste mexicano, la cual es envidiable para muchos países ¡ah! y de otros bellos lugares.

¡Ya llego la persona ideal quien se encargará de darle en la madre! 

Un corrupto más... Otro acierto de Amlo 😏👏 https://t.co/wcCUh8UQx1",Sat May 25 23:35:02 +0000 2019,26/05/2019 00:35:02,,es,,,1309096801,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",http://pbs.twimg.com/profile_images/448273172819738624/ZTGbRvBs_normal.jpeg,46,96,Frontera norte de Sonora,http://twitter.com/bluevaldi/statuses/1132429901963726848,"{""hashtags"":[],""symbols"":[],""user_mentions"":[{""screen_name"":""LunaGilV"",""name"":""Luna Gil"",""id"":738203116361781200,""id_str"":""738203116361781250"",""indices"":[3,12]}],""urls"":[]}"
1132429901603061760,Oscar_Ocampo_G,"@wadelacruz Pues si!!! 
Nadie renuncia a un trabajo por un “error”

De acuerdo a OCC y linked inn los empleados (por que tmb lo son), renuncian por:
1.-un mal jefe 
2.-mejorar el salario
3.-mejorar calidad de vida(horarios)

AMLO y la 4T son una porqueria! https://t.co/YgoTAmvcdK",Sat May 25 23:35:02 +0000 2019,26/05/2019 00:35:02,,es,105523644,wadelacruz,255230832,1132427419850162177,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",http://pbs.twimg.com/profile_images/1106681212490276864/lPQ6XMiu_normal.jpg,244,910,México,http://twitter.com/Oscar_Ocampo_G/statuses/1132429901603061760,"{""hashtags"":[],""symbols"":[],""user_mentions"":[{""screen_name"":""wadelacruz"",""name"":""Walther de la Cruz N"",""id"":105523644,""id_str"":""105523644"",""indices"":[0,11]}],""urls"":[],""media"":[{""id"":1132429894091075600,""id_str"":""1132429894091075584"",""indices"":[257,280],""media_url"":""http://pbs.twimg.com/tweet_video_thumb/D7cy_SJU8AA3Ck6.jpg"",""media_url_https"":""https://pbs.twimg.com/tweet_video_thumb/D7cy_SJU8AA3Ck6.jpg"",""url"":""https://t.co/YgoTAmvcdK"",""display_url"":""pic.twitter.com/YgoTAmvcdK"",""expanded_url"":""https://twitter.com/Oscar_Ocampo_G/status/1132429901603061760/photo/1"",""type"":""photo"",""sizes"":{""large"":{""w"":232,""h"":136,""resize"":""fit""},""medium"":{""w"":232,""h"":136,""resize"":""fit""},""small"":{""w"":232,""h"":136,""resize"":""fit""},""thumb"":{""w"":136,""h"":136,""resize"":""crop""}}}]}"
1132429896347635713,escorpion68,"@jrsestaca (2) déjense de estupideces y observen el daño actual, se imaginan el imss colapsando por las estupideces del gobierno anterior y el gobierno actual dándole el tiro de gracia congelando MÁS DE DOS MIL MILLONES DE PESOS! Porfavor! Chairos así como le exigieron a EPN exiganle a amlo",Sat May 25 23:35:01 +0000 2019,26/05/2019 00:35:01,,en,103382790,jrsestaca,83492261,1132182263809150976,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",http://pbs.twimg.com/profile_images/995746621328474112/jfdu1Umf_normal.jpg,69,191,guadalajara mexico,http://twitter.com/escorpion68/statuses/1132429896347635713,"{""hashtags"":[],""symbols"":[],""user_mentions"":[{""screen_name"":""jrsestaca"",""name"":""jr sancristobal"",""id"":103382790,""id_str"":""103382790"",""indices"":[0,10]}],""urls"":[]}"
1132429896347635713,escorpion68,"@jrsestaca (2) déjense de estupideces y observen el daño actual, se imaginan el imss colapsando por las estupideces del gobierno anterior y el gobierno actual dándole el tiro de gracia congelando MÁS DE DOS MIL MILLONES DE PESOS! Porfavor! Chairos así como le exigieron a EPN exiganle a amlo",Sat May 25 23:35:01 +0000 2019,26/05/2019 00:35:01,,en,103382790,jrsestaca,83492261,1132182263809150976,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",http://pbs.twimg.com/profile_images/995746621328474112/jfdu1Umf_normal.jpg,69,191,guadalajara mexico,http://twitter.com/escorpion68/statuses/1132429896347635713,"{""hashtags"":[],""symbols"":[],""user_mentions"":[{""screen_name"":""jrsestaca"",""name"":""jr sancristobal"",""id"":103382790,""id_str"":""103382790"",""indices"":[0,10]}],""urls"":[]}"
