id_str,from_user,log,created_at,time,geo_coordinates,user_lang,in_reply_to_user_id_str,in_reply_to_screen_name,from_user_id_str,in_reply_to_status_id_str,source,profile_image_url,user_followers_count,user_friends_count,user_location,status_url,entities_str
1133160897906659330,Ariascab,"RT @tumbaburross: Cuando EPN decía burradas, los PRIISTAS se quedaban callados y algunos hasta se reían.

Cuando AMLO hace y dice burradas, los chairos defienden esas burradas y hasta se enojan porque se ríen de su Mesías.

Este nivel de fanatismo es peligroso, muchísimo.",Mon May 27 23:59:45 +0000 2019,28/05/2019 00:59:45,,es,,,408518340,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",http://pbs.twimg.com/profile_images/1119459242048540672/ZtLyzwGN_normal.jpg,198,815,mexico,http://twitter.com/Ariascab/statuses/1133160897906659330,"{""hashtags"":[],""symbols"":[],""user_mentions"":[{""screen_name"":""tumbaburross"",""name"":""tumbaburross®"",""id"":3072835883,""id_str"":""3072835883"",""indices"":[3,16]}],""urls"":[]}"
1133160889631297536,theoglezregibus,"RT @brozoxmiswebs: LA SECRETARÍA DE COMUNICACIONES Y TRANSPORTES RENTA OFICINAS, PARA CUATRO DE SUS UNIDADES, EN UN COMPLEJO PROPIEDAD DE FIBRA DANHOS, A LOS PROPIETARIOS SE LES VINCULA CON AMLO.
https://t.co/UUelzvYsXj",Mon May 27 23:59:43 +0000 2019,28/05/2019 00:59:43,,es,,,1849106522,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",http://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,55,180,,http://twitter.com/theoglezregibus/statuses/1133160889631297536,"{""hashtags"":[],""symbols"":[],""user_mentions"":[{""screen_name"":""brozoxmiswebs"",""name"":""brozo xmiswebs"",""id"":107120856,""id_str"":""107120856"",""indices"":[3,17]}],""urls"":[]}"
1133160876591046657,TinaTentle,"RT @alarcondibujos: Se quejan de AMLO, pero hace 10 mil años no decían nada.",Mon May 27 23:59:40 +0000 2019,28/05/2019 00:59:40,,es,,,1663695776,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",http://pbs.twimg.com/profile_images/966835107834216448/6d4Cq9iY_normal.jpg,118,33,México,http://twitter.com/TinaTentle/statuses/1133160876591046657,"{""hashtags"":[],""symbols"":[],""user_mentions"":[{""screen_name"":""alarcondibujos"",""name"":""ALARCÓN"",""id"":89053160,""id_str"":""89053160"",""indices"":[3,18]}],""urls"":[]}"
1133160866520731649,Danilo_RioNilo,RT @victormtoledo: LA GRANDEZA DE AMLO ES UNA LUZ QUE ILUMINA EL FIRMAMENTO TRAS LA LARGA NOCHE NEOLIBERAL...,Mon May 27 23:59:38 +0000 2019,28/05/2019 00:59:38,,en,,,163690096,,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",http://pbs.twimg.com/profile_images/995039117854453760/ENbJnZxU_normal.jpg,443,3156,Not in 4T Land,http://twitter.com/Danilo_RioNilo/statuses/1133160866520731649,"{""hashtags"":[],""symbols"":[],""user_mentions"":[{""screen_name"":""victormtoledo"",""name"":""Ecología & Política"",""id"":378331798,""id_str"":""378331798"",""indices"":[3,17]}],""urls"":[]}"
1133160866440974343,Raforismos,"RT @memobarba: México se fundó hace 10 mil años. Le faltó agregar que se disputaba en aquel entonces el liderazgo mundial con la Atlántida... 😆

(En el fantástico universo paralelo de AMLO, por supuesto) https://t.co/Ya5zMSGj22",Mon May 27 23:59:38 +0000 2019,28/05/2019 00:59:38,,es,,,75927038,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",http://pbs.twimg.com/profile_images/1128507735220326400/ObCj_XcR_normal.jpg,1648,1347,Colombia,http://twitter.com/Raforismos/statuses/1133160866440974343,"{""hashtags"":[],""symbols"":[],""user_mentions"":[{""screen_name"":""memobarba"",""name"":""Guillermo Barba"",""id"":57398614,""id_str"":""57398614"",""indices"":[3,13]}],""urls"":[]}"
1133160863949414400,DelgadoHeron,"RT @avestruzeterea: Anuncia #AMLO que enviará al ejército a Michoacán por petición del gobernador.

Hace justo dos sexenios Calderón hizo lo mismo, en ese mismo estado, también por petición del gobernador.

Maromas bienvenidas.",Mon May 27 23:59:37 +0000 2019,28/05/2019 00:59:37,,en,,,1098062610333761541,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",http://pbs.twimg.com/profile_images/1124525269191143424/Ap8-s5we_normal.jpg,456,785,México,http://twitter.com/DelgadoHeron/statuses/1133160863949414400,"{""hashtags"":[{""text"":""AMLO"",""indices"":[28,33]}],""symbols"":[],""user_mentions"":[{""screen_name"":""avestruzeterea"",""name"":""Mau Far Ath"",""id"":341656610,""id_str"":""341656610"",""indices"":[3,18]}],""urls"":[]}"
1133160854378074117,paz_eri,RT @repoenguardia: Reporteras en Guardia pide a AMLO reconocer a periodistas indígenas asesinados https://t.co/IyYNdRlrSr vía @NewsweekEspanol,Mon May 27 23:59:35 +0000 2019,28/05/2019 00:59:35,,es,,,212699323,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",http://pbs.twimg.com/profile_images/1088619019345842176/F0h0u-BD_normal.jpg,1246,1142,,http://twitter.com/paz_eri/statuses/1133160854378074117,"{""hashtags"":[],""symbols"":[],""user_mentions"":[{""screen_name"":""repoenguardia"",""name"":""Reporteras en Guardia"",""id"":1031605181774000100,""id_str"":""1031605181774000128"",""indices"":[3,17]}],""urls"":[{""url"":""https://t.co/IyYNdRlrSr"",""expanded_url"":""https://newsweekespanol.com/2019/05/periodistas-asesinados-gobierno-reporteras-en-guardia/"",""display_url"":""newsweekespanol.com/2019/05/period…"",""indices"":[98,121]}]}"
1133160848082579456,memotrujillo2,"RT @EducacionFutura: ""En estas conversaciones, los negociadores obtuvieron algo, pero dudo que haya sido para bien de la educación"" Carlos Ornelas https://t.co/wKZyBbYELx",Mon May 27 23:59:33 +0000 2019,28/05/2019 00:59:33,,es-MX,,,3088016278,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",http://pbs.twimg.com/profile_images/1018000594408222720/VK6fXbkU_normal.jpg,81,293,,http://twitter.com/memotrujillo2/statuses/1133160848082579456,"{""hashtags"":[],""symbols"":[],""user_mentions"":[{""screen_name"":""EducacionFutura"",""name"":""Educación Futura"",""id"":142778928,""id_str"":""142778928"",""indices"":[3,19]}],""urls"":[]}"
1133160842441060353,veracruz2003,"RT @ABarrancoCh: ?Y cuando los Polivoces paradiaban a Pedro Ferriz y Agustín Barrios Gómez? ? Y cuando la ""imitacion"" más ridícula de AMLO se hacía en ""El privilegio de mandar""?",Mon May 27 23:59:32 +0000 2019,28/05/2019 00:59:32,,es,,,156675979,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",http://pbs.twimg.com/profile_images/1094985510726946816/vHcxXUM-_normal.jpg,81,278,Coatepec,http://twitter.com/veracruz2003/statuses/1133160842441060353,"{""hashtags"":[],""symbols"":[],""user_mentions"":[{""screen_name"":""ABarrancoCh"",""name"":""Alberto Barranco Ch."",""id"":357154325,""id_str"":""357154325"",""indices"":[3,15]}],""urls"":[]}"
1133160837319933955,roger_vega,"RT @CarlosChaviraTV: RT ¡IMPRESIONANTE!
AMLO nos cuenta sus aventuras desde hace 10,000 años.
#NoticiasParodiar https://t.co/pFA5SELXQB",Mon May 27 23:59:31 +0000 2019,28/05/2019 00:59:31,,es,,,292125041,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",http://pbs.twimg.com/profile_images/378800000571433903/a073188710e8ccdbafb5cf22fac27b32_normal.jpeg,50,80,,http://twitter.com/roger_vega/statuses/1133160837319933955,"{""hashtags"":[{""text"":""NoticiasParodiar"",""indices"":[94,111]}],""symbols"":[],""user_mentions"":[{""screen_name"":""CarlosChaviraTV"",""name"":""Carlitos Chavira"",""id"":140914625,""id_str"":""140914625"",""indices"":[3,19]}],""urls"":[],""media"":[{""id"":1133057013628358700,""id_str"":""1133057013628358660"",""indices"":[112,135],""media_url"":""http://pbs.twimg.com/ext_tw_video_thumb/1133057013628358660/pu/img/bsGvvObmyymG14PA.jpg"",""media_url_https"":""https://pbs.twimg.com/ext_tw_video_thumb/1133057013628358660/pu/img/bsGvvObmyymG14PA.jpg"",""url"":""https://t.co/pFA5SELXQB"",""display_url"":""pic.twitter.com/pFA5SELXQB"",""expanded_url"":""https://twitter.com/CarlosChaviraTV/status/1133058530435428353/video/1"",""type"":""photo"",""sizes"":{""thumb"":{""w"":150,""h"":150,""resize"":""crop""},""medium"":{""w"":960,""h"":540,""resize"":""fit""},""small"":{""w"":680,""h"":383,""resize"":""fit""},""large"":{""w"":960,""h"":540,""resize"":""fit""}},""source_status_id"":1133058530435428400,""source_status_id_str"":""1133058530435428353"",""source_user_id"":140914625,""source_user_id_str"":""140914625""}]}"
1133160835772166144,SilverioVR,"RT @clomnitz: Una buena noticia: AMLO al fin optó por no nombrar a Velasco a la SEMARNAT. El nuevo titular, Victor Manuel Toledo, es un ecólogo. Esperamos de él que movilice los conocimientos de la ciencia ambiental para exigir que el medio ambiente ocupe el centro de la agenda política. Amen.",Mon May 27 23:59:31 +0000 2019,28/05/2019 00:59:31,,es,,,93321109,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",http://pbs.twimg.com/profile_images/969997855770464256/K8BERtr9_normal.jpg,429,392,⛄️ Querétaro & Zihuatanejo ☀,http://twitter.com/SilverioVR/statuses/1133160835772166144,"{""hashtags"":[],""symbols"":[],""user_mentions"":[{""screen_name"":""clomnitz"",""name"":""Claudio Lomnitz"",""id"":49635571,""id_str"":""49635571"",""indices"":[3,12]}],""urls"":[]}"
1133160832882348035,elideearias,"RT @ibarrajpl: Mira @DeniseDresserG aquí esta, Ruíz Esparza, Javier Duarte, Y Gabriel Quadri, no le digas a nadie pero el de la máscara es AMLO, estaban arreglando lo de el nuevo puesto de Manuel Velasco.
😂😂😂😂😂 https://t.co/uKFcj9rSX7",Mon May 27 23:59:30 +0000 2019,28/05/2019 00:59:30,,es,,,2166902593,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",http://pbs.twimg.com/profile_images/1101547609813143552/r6eL8aAB_normal.png,55,83,Planeta tierra,http://twitter.com/elideearias/statuses/1133160832882348035,"{""hashtags"":[],""symbols"":[],""user_mentions"":[{""screen_name"":""ibarrajpl"",""name"":""Juan Pablo Ibarra"",""id"":536870924,""id_str"":""536870924"",""indices"":[3,13]},{""screen_name"":""DeniseDresserG"",""name"":""Denise Dresser"",""id"":435299501,""id_str"":""435299501"",""indices"":[20,35]}],""urls"":[]}"
1133160832412442624,rivertris,"RT @abrahamendieta: Ya estoy deseando ver como los traficantes de desidia nos intentan convencer de que gracias a sus cuatro tuits AMLO cambió de idea sobre el secretario de la SEMARNAT.

Seguro no hay ni media disculpa por el Fake News.",Mon May 27 23:59:30 +0000 2019,28/05/2019 00:59:30,,es,,,187621907,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",http://pbs.twimg.com/profile_images/915067243095977985/8NVQ9h0r_normal.jpg,30,35,,http://twitter.com/rivertris/statuses/1133160832412442624,"{""hashtags"":[],""symbols"":[],""user_mentions"":[{""screen_name"":""abrahamendieta"",""name"":""Abraham Mendieta"",""id"":347524111,""id_str"":""347524111"",""indices"":[3,18]}],""urls"":[]}"
1133160821960450048,Jose82194348,@Karous33 Gracias todos juntos por México Unidos hasta la muerte AMLO le está haciendo mucho dañó ha México metiendo migrantes delincuentes y con muchos problemas qué no son de nosotros AMLO #RENUNCIA,Mon May 27 23:59:27 +0000 2019,28/05/2019 00:59:27,,es,128130154,Karous33,1053385377438941184,1133160086442917889,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",http://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,28,67,,http://twitter.com/Jose82194348/statuses/1133160821960450048,"{""hashtags"":[{""text"":""RENUNCIA"",""indices"":[192,201]}],""symbols"":[],""user_mentions"":[{""screen_name"":""Karous33"",""name"":""Ana Caro MT 아나 카로 🌸"",""id"":128130154,""id_str"":""128130154"",""indices"":[0,9]}],""urls"":[]}"
1133160819636621312,poyotecis,"RT @Blasteropod: El crimen organizado percibe el vacío de poder, la inutilidad y la cobardía del gobierno de Andrés Manuel, y ya lanzó su desafío abierto.

Esos que votaron por AMLO:
APLAUSOS 👏🏻👏🏻👏🏻
#AmloElFracasoPresidencial

https://t.co/H2lQMDCsVW",Mon May 27 23:59:27 +0000 2019,28/05/2019 00:59:27,,es,,,818401589140430848,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",http://pbs.twimg.com/profile_images/1014300680977170432/0huxgBDf_normal.jpg,45,51,,http://twitter.com/poyotecis/statuses/1133160819636621312,"{""hashtags"":[],""symbols"":[],""user_mentions"":[{""screen_name"":""Blasteropod"",""name"":""ᴍᴀsᴛᴇʀ ʙʟᴀsᴛᴇʀ ♠️"",""id"":385488792,""id_str"":""385488792"",""indices"":[3,15]}],""urls"":[]}"
1133160817929572352,jralvarezl,"Esperen la respuesta de AMLO en 10,000 años https://t.co/l338ojXFb9",Mon May 27 23:59:26 +0000 2019,28/05/2019 00:59:26,,es,,,121840994,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",http://pbs.twimg.com/profile_images/1072658744637575170/MthHkB8H_normal.jpg,53,118,"Irapuato, México",http://twitter.com/jralvarezl/statuses/1133160817929572352,"{""hashtags"":[],""symbols"":[],""user_mentions"":[],""urls"":[{""url"":""https://t.co/l338ojXFb9"",""expanded_url"":""https://twitter.com/PabloHiriart/status/1133144351121395712"",""display_url"":""twitter.com/PabloHiriart/s…"",""indices"":[44,67]}]}"
1133160812644847616,BricenoArturo,RT @CNNEE: Intensa reacción en redes sociales por declaraciones de AMLO: dijo que México se fundó hace 10.000 años y que ya había imprentas https://t.co/I1Mb4kzBTT,Mon May 27 23:59:25 +0000 2019,28/05/2019 00:59:25,,es,,,431138748,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",http://pbs.twimg.com/profile_images/1134881726692495362/8f2v2A3v_normal.jpg,2113,1910,"South Carolina, USA",http://twitter.com/BricenoArturo/statuses/1133160812644847616,"{""hashtags"":[],""symbols"":[],""user_mentions"":[{""screen_name"":""CNNEE"",""name"":""CNN en Español"",""id"":33884545,""id_str"":""33884545"",""indices"":[3,9]}],""urls"":[]}"
1133160811281747969,NCastro_m,@shaulin88 @FaustoBarajas @FelipeCalderon @Reforma Creo que ni para ti ni para mi fue correcto lo que hizo AMLO. Tienes razón.,Mon May 27 23:59:25 +0000 2019,28/05/2019 00:59:25,,es,204450560,shaulin88,4519670353,1133040979886379010,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",http://pbs.twimg.com/profile_images/751423784448516096/WplZBJMf_normal.jpg,48,260,México,http://twitter.com/NCastro_m/statuses/1133160811281747969,"{""hashtags"":[],""symbols"":[],""user_mentions"":[{""screen_name"":""shaulin88"",""name"":""SAUL RIVERA NIÑO"",""id"":204450560,""id_str"":""204450560"",""indices"":[0,10]},{""screen_name"":""FaustoBarajas"",""name"":""Fausto Barajas"",""id"":397671099,""id_str"":""397671099"",""indices"":[11,25]},{""screen_name"":""FelipeCalderon"",""name"":""Felipe Calderón"",""id"":144376833,""id_str"":""144376833"",""indices"":[26,41]},{""screen_name"":""Reforma"",""name"":""REFORMACOM"",""id"":27708897,""id_str"":""27708897"",""indices"":[42,50]}],""urls"":[]}"
1133160807838019584,beutelsp,"@911optics @artaroo2001 Con estas teorías Macuspanas de AMLO, seguramente le van a dar el premio Humboldt por sus aportes a la paleontología.",Mon May 27 23:59:24 +0000 2019,28/05/2019 00:59:24,,es,241255630,911optics,1321584619,1133080922205687810,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",http://pbs.twimg.com/profile_images/780999537766916096/pqdxrboI_normal.jpg,358,273,"Hannover, Deutschland",http://twitter.com/beutelsp/statuses/1133160807838019584,"{""hashtags"":[],""symbols"":[],""user_mentions"":[{""screen_name"":""911optics"",""name"":""911"",""id"":241255630,""id_str"":""241255630"",""indices"":[0,10]},{""screen_name"":""artaroo2001"",""name"":""ARTURO ROBLES 🇲🇽"",""id"":125878290,""id_str"":""125878290"",""indices"":[11,23]}],""urls"":[]}"
1133160805048967168,FjValdovinos,@clomnitz ¿AMLO al fin optó ?,Mon May 27 23:59:23 +0000 2019,28/05/2019 00:59:23,,es,49635571,clomnitz,2229015127,1132988053553860608,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",http://pbs.twimg.com/profile_images/1082394518605840384/fuTylzV__normal.jpg,17,106,,http://twitter.com/FjValdovinos/statuses/1133160805048967168,"{""hashtags"":[],""symbols"":[],""user_mentions"":[{""screen_name"":""clomnitz"",""name"":""Claudio Lomnitz"",""id"":49635571,""id_str"":""49635571"",""indices"":[0,9]}],""urls"":[]}"
